permalink,tweet_nonce,tweet_id,user_id,username,fullname,posted_time,reply_count,retweet_count,favorite_count,body
https://twitter.com/Omojuwa/status/960225352319750144,960225352319750144-006de970-2560-45d0-b8aa-8a1beed75e8e,960225352319750144,115628224,@Omojuwa,JJ. Omojuwa,1517770538,5,15,22,"If I didn’t know better, I’d say it smells like a coup. Meanwhile, the Aso Rock cabal should kill the Babagana Kingibe idea. It is dead on arrival. You can test it. DOA!"
https://twitter.com/irishexaminer/status/960238606211305473,960238606211305473-6a5c516d-82b2-44e9-944e-bf224edab6d8,960238606211305473,19903360,@irishexaminer,Irish Examiner,1517773698,11,6,8,Sinn Féin leaders 'face test' after Gerry Kelly apparently cuts clamp from car http://www.irishexaminer.com/breakingnews/ireland/sinn-fein-leaders-face-test-after-gerry-kelly-apparently-cuts-clamp-from-car-826266.html …pic.twitter.com/epQurBYZhE
https://twitter.com/DanNerdCubed/status/960236947582136320,960236947582136320-bb2105bc-a41c-4b5e-b9e1-7bff98a394c4,960236947582136320,40542150,@DanNerdCubed,Daniel Hardcastle,1517773303,7,4,241,17 test recording on new type of mic. All good. Recorded a video. Muffled as shit and peaky. *sigh*
https://twitter.com/aaliyahbic/status/960261927183241216,960261927183241216-98cabdfe-c6f7-4d22-81ec-79dd510ffd2d,960261927183241216,612192584,@aaliyahbic,gumball waterson,1517779258,2,0,8,Im in disbelief that she saw a postive pregnancy test and was happy i would’ve grabbed the closest sharp object
https://twitter.com/avspacemuseum/status/960256789412540418,960256789412540418-2dcc5089-1a77-4da1-9019-6773b244f2f8,960256789412540418,320419369,@avspacemuseum,#AvSpaceMuseum,1517778033,0,3,6,"Avro line crew congratulating Chief test pilot Janusz Zurakowski on a successful first flight in the Avro CF-105 Arrow RL201. Malton, Ontario. http://ow.ly/O7R230dpDk8 pic.twitter.com/xi0tZkQ6r3"
https://twitter.com/painandcats_/status/960249562236567552,960249562236567552-80ec3111-834f-4d8d-94e0-a14d71dca67e,960249562236567552,4871029499,@painandcats_,Laura  ♿️ 🏳️‍🌈 🌞,1517776310,1,1,4,"It's really easy to say you graduate students with 100% whatever-test-scores and 100% admittance to college when you literally kick out those who aren't meeting up with these ridiculous, unfounded standards."
https://twitter.com/forschungstorte/status/960252336101838850,960252336101838850-b689bc5f-a81b-4a0e-bc4c-1db9b886ab4c,960252336101838850,19395255,@forschungstorte,Elle Nerdinger  🇪🇺,1517776972,5,1,19,Makeup Test Selfie Extravaganza. ;) #glitterlipspic.twitter.com/Wdurnwzfwn
https://twitter.com/linuxfoundation/status/960252909710659584,960252909710659584-df4f6ced-e899-4c92-a477-cede19ea0f71,960252909710659584,14706299,@linuxfoundation,The Linux Foundation,1517777108,0,7,12,"This free guide for those seeking Linux Foundation certification will provide some critical things to keep in mind on test day, helpful hacks, & more! http://bit.ly/2apr3UJ  To #learnLinux, prepare!pic.twitter.com/vUKYa8Yp8t"
https://twitter.com/FraginalsIdania/status/960250765783764995,960250765783764995-6c003a3a-9e2e-4bdd-8c8b-5525d3a27f6e,960250765783764995,891424911457169414,@FraginalsIdania@DaShanneStokes,Idania fraginals,1517776597,1,2,1,Act of war? He was elected like the other 44 Presidents before him. Right?  Bigot? Reducing a medal for his work with Rosa Park? Unstable?  Did you read about his neuropsychological test? A genius.  Lying?  I would call it exaggerations because the OBOMIT REGIME were real liers.
https://twitter.com/FunniestVines/status/960222172533940234,960222172533940234-10309c10-5266-4dc5-9f3c-71ab82154b62,960222172533940234,585937668,@FunniestVines,Funniest Vines,1517769780,1,17,61,me when a test asks me for my name pic.twitter.com/XJjfTsayzX
https://twitter.com/Yids_/status/960257882607509516,960257882607509516-f290443d-cd6c-4fd3-9566-ebe2e0417d62,960257882607509516,2983904698,@Yids_@MrDtAFC,Yid,1517778294,0,2,3,"See you on Saturday you fruitcake, I’m going to test your chin https://twitter.com/mrdtafc/status/960238758116384769 …"
https://twitter.com/omariospizza/status/960244102238556162,960244102238556162-6c16f0fb-37c4-4f4a-bc0f-7e5ad78c5829,960244102238556162,348868623,@omariospizza,عمر طاوع,1517775009,2,2,47,If I don’t see at least one gay couple in a super bowl commercial I’m gonna boycott the entire sport don’t test me on this
https://twitter.com/SIUC_Ques/status/960249360733868034,960249360733868034-6c14a62c-80d8-487b-9470-fd02747ec03f,960249360733868034,755465950061858816,@SIUC_Ques,Killa OΘ,1517776262,0,6,2,"BHM Day 4 Ruby Bridges, Civil Rights activists born in Mississippi. She was given a test in kindergarten that would determine if she could attend an all white school. The test was purposely set up for her to fail but she passed the test and became the 1st AA to split segregation pic.twitter.com/sLbkztNk2s"
https://twitter.com/KatieOsgood_/status/960242351779311616,960242351779311616-83b5a6ce-b956-4643-99ed-c891b04bb017,960242351779311616,32882761,@KatieOsgood_,Katie Osgood,1517774591,1,6,7,"#BlackLivesMatterAtSchool When Black, high-poverty schools are allowed to experience joy and free expression in their schools. Most of the assemblies in my school center on test sores, after school is more test-prep. Kids hate the experience of school. Can you blame them?"
https://twitter.com/Ayesha_Insafian/status/960229347960541184,960229347960541184-9573ed31-2ad7-45d1-a5a7-46d2098769f7,960229347960541184,873821156,@Ayesha_Insafian,Ayesha,1517771491,6,3,10,My test is on Sunday and am here wasting my time on twitter Sabashhhh ayyy
https://twitter.com/Coop1411/status/960257514859360256,960257514859360256-07574637-70a9-4d0b-9028-4a5792a82be1,960257514859360256,271707415,@Coop1411@Kayy_Haven,jboogie3x,1517778206,2,1,2,Stop tweeting yo feeling and help a nigga pass a test or something
https://twitter.com/SkySportsNFL/status/960261478271143937,960261478271143937-8a1ae75a-8925-4fe1-bfa0-e5a1494739c5,960261478271143937,304321930,@SkySportsNFL,Sky Sports NFL,1517779151,0,2,10,Do you know your Tom Bradys from your Nick Foles? Put your NFL knowledge to the test with our ultimate #SuperBowl quiz! http://skysports.tv/SUkjvX pic.twitter.com/JLW5emqkHi
https://twitter.com/dreamchasr717/status/960256495995834369,960256495995834369-8c5e6bd7-4688-442e-9c1c-3642acb5463e,960256495995834369,2914894173,@dreamchasr717,Aquarius.,1517777964,1,1,0,Women will forever test you and then try to shape you and Boom no more manhood
https://twitter.com/Shoot4Education/status/960246902343262208,960246902343262208-7ca0752e-b666-4ce2-91cb-b39ae0fb9ef7,960246902343262208,915494270,@Shoot4Education,Shoot4EducationShoot4Education,1517775676,0,3,1,"@BisforBerkshire We need to Teach to the child, not to the test.  2 moving & inspirational minutes with Jesse Hagopian TEACH WHAT MATTERS! pic.twitter.com/pAHUtbLpC0"
